ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
BH035469,Shri Ram Nr Prasad 1,Indian Administrative Service,Bihar,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
BH035469,Shri Ram Nr Prasad 1,Indian Administrative Service,Bihar,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
BH035470,Shri Krishna Prasad,Indian Administrative Service,Bihar,0,Graduate,Physics,Third,Supremo,Natural Sciences
BH035471,Shri Rp Dwivedy,Indian Administrative Service,Bihar,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
BH035471,Shri Rp Dwivedy,Indian Administrative Service,Bihar,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
CG035801,Shri Bs Shrivastava,Indian Administrative Service,Chhattisgarh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
CG035801,Shri Bs Shrivastava,Indian Administrative Service,Chhattisgarh,1,P.G.,English Lit,Third,Supremo,Languages and Fine Arts
CG035801,Shri Bs Shrivastava,Indian Administrative Service,Chhattisgarh,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
CG035808,Shri Sp Trivedi,Indian Administrative Service,Chhattisgarh,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
CG035808,Shri Sp Trivedi,Indian Administrative Service,Chhattisgarh,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
CG035817,Shri Bishram Minz,Indian Administrative Service,Chhattisgarh,0,Graduate,History,Third,Supremo,Social Science and Liberal Arts
CG035817,Shri Bishram Minz,Indian Administrative Service,Chhattisgarh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
CG035817,Shri Bishram Minz,Indian Administrative Service,Chhattisgarh,2,P.G.,History,Third,Supremo,Social Science and Liberal Arts
TR009400,Shri G Kameswara Rao,Indian Administrative Service,Tripura,0,Certificate,Forestry,Ordinary,Supremo,Others
TR009400,Shri G Kameswara Rao,Indian Administrative Service,Tripura,1,Diploma,Forestry,Ordinary,Supremo,Others
TR009400,Shri G Kameswara Rao,Indian Administrative Service,Tripura,2,Graduate,Botany,First,Supremo,Natural Sciences
TR009400,Shri G Kameswara Rao,Indian Administrative Service,Tripura,3,P.G.,Botany,First,Supremo,Natural Sciences
UD051516,Shri Bks Yadav,Indian Administrative Service,Uttarakhand,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UD054135,Shri Rp Singh,Indian Administrative Service,Uttarakhand,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UD055014,Shri Bk Singh,Indian Administrative Service,Uttarakhand,0,Graduate,Physics,Second,Supremo,Natural Sciences
UP051517,Shri Lal Bahadur Tiwari,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP051518,Shri Kk Dwivedi,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP051519,Shri Js Sirohi,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP051520,Shri Rn Bhatia,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP051521,Shri Durgesh Joshi,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP051522,Shri Rp Tyagi,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP053300,Ms. Dipa Singh Bagai,Indian Administrative Service,Uttar Pradesh,0,Graduate,Geography,First,Supremo,Social Science and Liberal Arts
UP053300,Ms. Dipa Singh Bagai,Indian Administrative Service,Uttar Pradesh,1,P.G.,Business Admn.,First,Supremo,"Governance, Law and Management"
UP053700,Dr. Badri Prasad Nilaratna,Indian Administrative Service,Uttar Pradesh,0,Certificate,Finance,-,Supremo,Finance
UP053700,Dr. Badri Prasad Nilaratna,Indian Administrative Service,Uttar Pradesh,1,Graduate,Physics,First,Supremo,Natural Sciences
UP053700,Dr. Badri Prasad Nilaratna,Indian Administrative Service,Uttar Pradesh,2,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
UP053700,Dr. Badri Prasad Nilaratna,Indian Administrative Service,Uttar Pradesh,3,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
UP053700,Dr. Badri Prasad Nilaratna,Indian Administrative Service,Uttar Pradesh,4,PG Diploma,Management,-,Supremo,"Engineering, Technology and Mathematics"
UP053700,Dr. Badri Prasad Nilaratna,Indian Administrative Service,Uttar Pradesh,5,Ph. D.,Economics,-,Supremo,Social Science and Liberal Arts
UP053700,Dr. Badri Prasad Nilaratna,Indian Administrative Service,Uttar Pradesh,6,Ph. D.,Physics,-,Supremo,Natural Sciences
UP053700,Dr. Badri Prasad Nilaratna,Indian Administrative Service,Uttar Pradesh,7,P.G.,Physics,Second,Supremo,Natural Sciences
UP053800,Dr. Bachittar Singh,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,Third,Supremo,Languages and Fine Arts
UP053800,Dr. Bachittar Singh,Indian Administrative Service,Uttar Pradesh,1,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
UP053800,Dr. Bachittar Singh,Indian Administrative Service,Uttar Pradesh,2,P.G.,Sociology,Second,Supremo,Social Science and Liberal Arts
UP053800,Dr. Bachittar Singh,Indian Administrative Service,Uttar Pradesh,3,Ph. D.,Philosophy,-,Supremo,Social Science and Liberal Arts
UP054100,Shri Kanhaiya Lal Meena,Indian Administrative Service,Uttar Pradesh,0,Diploma,Forestry,Ordinary,Supremo,Others
UP054100,Shri Kanhaiya Lal Meena,Indian Administrative Service,Uttar Pradesh,1,Graduate,Botany,Second,Supremo,Natural Sciences
UP054100,Shri Kanhaiya Lal Meena,Indian Administrative Service,Uttar Pradesh,2,P.G.,Botany,Second,Supremo,Natural Sciences
UP054102,Shri Ganga Deen Yadav,Indian Administrative Service,Uttar Pradesh,0,PG Diploma,Economics,Ordinary,Supremo,Social Science and Liberal Arts
UP054103,Shri Jaidayal Puri,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP054104,Shri Mp Mishra,Indian Administrative Service,Uttar Pradesh,0,LL.B.,Law,First,Supremo,"Governance, Law and Management"
UP054104,Shri Mp Mishra,Indian Administrative Service,Uttar Pradesh,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
UP054105,Shri Rp Singh,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP054106,Shri Parmatma Singh,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP054107,Shri Dp Saxena,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP054108,Shri Satyendra Kumar,Indian Administrative Service,Uttar Pradesh,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP054108,Shri Satyendra Kumar,Indian Administrative Service,Uttar Pradesh,1,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
UP054108,Shri Satyendra Kumar,Indian Administrative Service,Uttar Pradesh,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
UP054109,Shri Brijesh Kumar,Indian Administrative Service,Uttar Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UP054110,Shri Pk Pandey,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP054111,Shri Ab Singh,Indian Administrative Service,Uttar Pradesh,0,Graduate,History,Ordinary,Supremo,Social Science and Liberal Arts
UP054111,Shri Ab Singh,Indian Administrative Service,Uttar Pradesh,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP054112,Shri Sc Bahukhandi,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
UP054112,Shri Sc Bahukhandi,Indian Administrative Service,Uttar Pradesh,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
UP054112,Shri Sc Bahukhandi,Indian Administrative Service,Uttar Pradesh,2,P.G.,English,Ordinary,Supremo,Languages and Fine Arts
UP054113,Shri Nek Ram Nim,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP054114,Shri Bansi Dhar Ram,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP054115,Shri Hira Lal,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP054116,Shri Hp Sharma,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP054117,Shri Kk Misra,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP054118,Shri Vn Pandey,Indian Administrative Service,Uttar Pradesh,0,P.G.,Ancient History,Ordinary,Supremo,Social Science and Liberal Arts
UP054119,Shri Rn Sharma,Indian Administrative Service,Uttar Pradesh,0,P.G.,Ancient History,-,Supremo,Social Science and Liberal Arts
UP054120,Shri Umakant,Indian Administrative Service,Uttar Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
UP054120,Shri Umakant,Indian Administrative Service,Uttar Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP054120,Shri Umakant,Indian Administrative Service,Uttar Pradesh,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP054121,Ms. Uma Verma,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP054122,Dr.(Ms.) Gd Maheshwari,Indian Administrative Service,Uttar Pradesh,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
UP054122,Dr.(Ms.) Gd Maheshwari,Indian Administrative Service,Uttar Pradesh,1,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
UP054122,Dr.(Ms.) Gd Maheshwari,Indian Administrative Service,Uttar Pradesh,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP054122,Dr.(Ms.) Gd Maheshwari,Indian Administrative Service,Uttar Pradesh,3,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
UP054122,Dr.(Ms.) Gd Maheshwari,Indian Administrative Service,Uttar Pradesh,4,Ph. D.,History,Ordinary,Supremo,Social Science and Liberal Arts
UP054123,Shri Dd Bahuguna,Indian Administrative Service,Uttar Pradesh,0,Certificate,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
UP054123,Shri Dd Bahuguna,Indian Administrative Service,Uttar Pradesh,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UP054124,Shri Mp Jain,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP054125,Shri Cl Kuril,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UP054126,Shri Bp Verma,Indian Administrative Service,Uttar Pradesh,0,Graduate,Hindi,Second,Supremo,Languages and Fine Arts
UP054126,Shri Bp Verma,Indian Administrative Service,Uttar Pradesh,1,P.G.,Sanskrit,Second,Supremo,Languages and Fine Arts
UP054127,Shri Dhermendra Dev,Indian Administrative Service,Uttar Pradesh,0,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP054127,Shri Dhermendra Dev,Indian Administrative Service,Uttar Pradesh,1,P.G.,Sanskrit,First,Supremo,Languages and Fine Arts
UP054128,Dr. Gp Varshney,Indian Administrative Service,Uttar Pradesh,0,Ph. D.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
UP054129,Shri Ganga Ram Ii,Indian Administrative Service,Uttar Pradesh,0,Graduate,English Lit,Ordinary,Supremo,Languages and Fine Arts
UP054129,Shri Ganga Ram Ii,Indian Administrative Service,Uttar Pradesh,1,P.G.,Geography,Third,Supremo,Social Science and Liberal Arts
UP054130,Shri Bhairo Prasad,Indian Administrative Service,Uttar Pradesh,0,Graduate,Hindi,Second,Supremo,Languages and Fine Arts
UP054130,Shri Bhairo Prasad,Indian Administrative Service,Uttar Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP054131,Shri Rn Chaturvedi,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP054132,Shri Mb Singh,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP054133,Shri Kp Singh,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP054134,Shri Vp Sharma,Indian Administrative Service,Uttar Pradesh,0,Certificate,Manpower Plg,Ordinary,Supremo,Others
UP054136,Shri Gulbeer Singh,Indian Administrative Service,Uttar Pradesh,0,Graduate,Physics,Second,Supremo,Natural Sciences
UP054137,Shri Jn Dubey,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP055011,Shri Lk Srivastava,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP055012,Shri Zh Khan,Indian Administrative Service,Uttar Pradesh,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP055012,Shri Zh Khan,Indian Administrative Service,Uttar Pradesh,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP055013,Shri Gc Pathak,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP055015,Shri Jp Vishwakarma,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP055215,Shri Kishan M Lal-i,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP055303,Shri Raj Kumar (I),Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP055304,Shri Ranbir Singh,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo,N.A.
UP055305,Shri Rk Dubey,Indian Administrative Service,Uttar Pradesh,0,Graduate,Electrical Engg.,Second,Supremo,"Engineering, Technology and Mathematics"
UP055305,Shri Rk Dubey,Indian Administrative Service,Uttar Pradesh,1,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
UP056503,Shri Dn Roy,Indian Administrative Service,Uttar Pradesh,0,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP056504,Shri Bm Joshi,Indian Administrative Service,Uttar Pradesh,0,Graduate,N.A.,Ordinary,Supremo,N.A.
UP056505,Shri S.L. Kesarwani,Indian Administrative Service,Uttar Pradesh,0,LL.B.,Law,Ordinary,Supremo,"Governance, Law and Management"
UP056505,Shri S.L. Kesarwani,Indian Administrative Service,Uttar Pradesh,1,P.G.,Ancient History,Ordinary,Supremo,Social Science and Liberal Arts
UP914200,Shri Satya Prakash,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UT015600,Shri Ravi Malik,Indian Administrative Service,A G M U T,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
UT015600,Shri Ravi Malik,Indian Administrative Service,A G M U T,1,P.G.,Management,First,Supremo,"Engineering, Technology and Mathematics"
UT015900,Ms. Archana Arora,Indian Administrative Service,A G M U T,0,Diploma,Labour Laws,Ordinary,Supremo,"Governance, Law and Management"
UT015900,Ms. Archana Arora,Indian Administrative Service,A G M U T,1,Graduate,Zoology,Second,Supremo,Natural Sciences
UT015900,Ms. Archana Arora,Indian Administrative Service,A G M U T,2,M.Phil.,Social Work,Second,Supremo,Social Science and Liberal Arts
UT015900,Ms. Archana Arora,Indian Administrative Service,A G M U T,3,P.G.,Social Work,Second,Supremo,Social Science and Liberal Arts
UT016001,Shri Hd Birdi,Indian Administrative Service,A G M U T,0,N.A.,N.A.,N.A.,Supremo,N.A.
UT016002,Shri Sp Prabhakar,Indian Administrative Service,A G M U T,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UT016002,Shri Sp Prabhakar,Indian Administrative Service,A G M U T,1,P.G.,English,Second,Supremo,Languages and Fine Arts
UT016005,Shri Ashok Bakshi,Indian Administrative Service,A G M U T,0,Graduate,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
UT016005,Shri Ashok Bakshi,Indian Administrative Service,A G M U T,1,P.G.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
UT016006,Shri Wc Khambra,Indian Administrative Service,A G M U T,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
UT016006,Shri Wc Khambra,Indian Administrative Service,A G M U T,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
UT016008,Shri Narayan Diwakar,Indian Administrative Service,A G M U T,0,Diploma,Management,Ordinary,Supremo,"Engineering, Technology and Mathematics"
UT016008,Shri Narayan Diwakar,Indian Administrative Service,A G M U T,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UT016009,Shri H Raltawna,Indian Administrative Service,A G M U T,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
UT016011,Shri N Rajasekhar,Indian Administrative Service,A G M U T,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UT016011,Shri N Rajasekhar,Indian Administrative Service,A G M U T,1,Graduate,Physics,First,Supremo,Natural Sciences
UT016011,Shri N Rajasekhar,Indian Administrative Service,A G M U T,2,P.G.,Physics,Second,Supremo,Natural Sciences
UT016012,Shri Pu Denghchhuana,Indian Administrative Service,A G M U T,0,N.A.,N.A.,Ordinary,Supremo,N.A.
UT016817,Shri Ak Guha,Indian Administrative Service,A G M U T,0,Graduate,N.A.,Ordinary,Supremo,N.A.
GJ023301,Ms. Km Chauhan,Indian Administrative Service,Gujarat,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
GJ023301,Ms. Km Chauhan,Indian Administrative Service,Gujarat,1,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
GJ023302,Shri Na Vohra,Indian Administrative Service,Gujarat,0,Graduate,Commerce,Ordinary,Supremo,Finance
GJ023302,Shri Na Vohra,Indian Administrative Service,Gujarat,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
GJ023303,Shri Cm Leuva,Indian Administrative Service,Gujarat,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
GJ023303,Shri Cm Leuva,Indian Administrative Service,Gujarat,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
GJ023304,Shri Kk Asrani,Indian Administrative Service,Gujarat,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
GJ023305,Shri Pk Valera,Indian Administrative Service,Gujarat,0,Graduate,Gujarati,Second,Supremo,Languages and Fine Arts
GJ023305,Shri Pk Valera,Indian Administrative Service,Gujarat,1,P.G.,Gujarati,Second,Supremo,Languages and Fine Arts
GJ023306,Shri Kp Chanakya,Indian Administrative Service,Gujarat,0,N.A.,N.A.,Ordinary,Supremo,N.A.
GJ023313,Shri D G Bhatt,Indian Administrative Service,Gujarat,0,N.A.,N.A.,Ordinary,Supremo,N.A.
GJ023315,Shri Cr Samtani,Indian Administrative Service,Gujarat,0,Graduate,Commerce,Ordinary,Supremo,Finance
GJ023315,Shri Cr Samtani,Indian Administrative Service,Gujarat,1,P.G.,Commerce,Ordinary,Supremo,Finance
GJ023316,Shri Rg Kajarekar,Indian Administrative Service,Gujarat,0,Diploma,Taxation,Ordinary,Supremo,"Governance, Law and Management"
GJ023316,Shri Rg Kajarekar,Indian Administrative Service,Gujarat,1,Graduate,Commerce,Second,Supremo,Finance
GJ023317,Shri Gk Makwana,Indian Administrative Service,Gujarat,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
GJ023317,Shri Gk Makwana,Indian Administrative Service,Gujarat,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
GJ023318,Shri Rs Vaghela,Indian Administrative Service,Gujarat,0,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
GJ023319,Shri Yj Dixit,Indian Administrative Service,Gujarat,0,Graduate,English,First,Supremo,Languages and Fine Arts
GJ023319,Shri Yj Dixit,Indian Administrative Service,Gujarat,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
GJ023320,Shri Va Sathe,Indian Administrative Service,Gujarat,0,Graduate,History,First,Supremo,Social Science and Liberal Arts
GJ023320,Shri Va Sathe,Indian Administrative Service,Gujarat,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
GJ023320,Shri Va Sathe,Indian Administrative Service,Gujarat,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
GJ023321,Shri V G Risbud,Indian Administrative Service,Gujarat,0,Diploma,Library Science,Ordinary,Supremo,Social Science and Liberal Arts
GJ023321,Shri V G Risbud,Indian Administrative Service,Gujarat,1,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
GJ023322,Shri S M Pandit,Indian Administrative Service,Gujarat,0,Graduate,History,Ordinary,Supremo,Social Science and Liberal Arts
GJ023322,Shri S M Pandit,Indian Administrative Service,Gujarat,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
GJ023323,Shri M D Mankad,Indian Administrative Service,Gujarat,0,Diploma,Mech.engg.,First,Supremo,"Engineering, Technology and Mathematics"
GJ023323,Shri M D Mankad,Indian Administrative Service,Gujarat,1,Graduate,Mech.engg.,First,Supremo,"Engineering, Technology and Mathematics"
GJ023323,Shri M D Mankad,Indian Administrative Service,Gujarat,2,P.G.,Business Admn.,First,Supremo,"Governance, Law and Management"
GJ023324,Shri A J Shukla,Indian Administrative Service,Gujarat,0,N.A.,Zoology,Ordinary,Supremo,Natural Sciences
GJ023325,Shri H A Badi,Indian Administrative Service,Gujarat,0,Diploma,Cooperation,-,Supremo,"Governance, Law and Management"
GJ023325,Shri H A Badi,Indian Administrative Service,Gujarat,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
GJ023326,Shri Ak Nigam,Indian Administrative Service,Gujarat,0,Graduate,N.A.,Ordinary,Supremo,N.A.
HP009300,Dr. Desh Deepak,Indian Administrative Service,Himachal Pradesh,0,Graduate,Medicine,Second,Supremo,Medical
HP009500,Shri Vikram Malhotra,Indian Administrative Service,Himachal Pradesh,0,Graduate,Law,First,Supremo,"Governance, Law and Management"
HP009500,Shri Vikram Malhotra,Indian Administrative Service,Himachal Pradesh,1,Graduate,Physics,Second,Supremo,Natural Sciences
HY015500,Shri Praveen Kumar,Indian Administrative Service,Haryana,0,Graduate,Mech.engg.,First,Supremo,"Engineering, Technology and Mathematics"
HY015500,Shri Praveen Kumar,Indian Administrative Service,Haryana,1,P.G.,System Analysis,Ordinary,Supremo,"Governance, Law and Management"
HY016000,Shri Raj Rup Fuliya,Indian Administrative Service,Haryana,0,Graduate,Commerce,Second,Supremo,Finance
HY016000,Shri Raj Rup Fuliya,Indian Administrative Service,Haryana,1,LL.B.,Law,Ordinary,Supremo,"Governance, Law and Management"
HY016000,Shri Raj Rup Fuliya,Indian Administrative Service,Haryana,2,P.G.,Commerce,Ordinary,Supremo,Finance
HY016000,Shri Raj Rup Fuliya,Indian Administrative Service,Haryana,3,P.G.,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
HY016100,Dr. Sarban Singh,Indian Administrative Service,Haryana,0,Graduate,English,Second,Supremo,Languages and Fine Arts
HY016100,Dr. Sarban Singh,Indian Administrative Service,Haryana,1,M.Phil.,Philosophy,Ordinary,Supremo,Social Science and Liberal Arts
HY016100,Dr. Sarban Singh,Indian Administrative Service,Haryana,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
HY016101,Ms. Manju Gupta,Indian Administrative Service,Haryana,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
HY016101,Ms. Manju Gupta,Indian Administrative Service,Haryana,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
HY016102,Shri Id Kaushik,Indian Administrative Service,Haryana,0,Graduate,Hindi,Second,Supremo,Languages and Fine Arts
JH035446,Shri Ak Sinha,Indian Administrative Service,Jharkhand,0,Graduate,Civil Engg,Second,Supremo,"Engineering, Technology and Mathematics"
JH035466,Shri Nkp Sharma,Indian Administrative Service,Jharkhand,0,Graduate,Physics,Ordinary,Supremo,Natural Sciences
KL014600,Shri A Bhattacharya,Indian Administrative Service,Kerala,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
KL014600,Shri A Bhattacharya,Indian Administrative Service,Kerala,1,P.G.,Intnl.affairs,First,Supremo,"Governance, Law and Management"
KL014600,Shri A Bhattacharya,Indian Administrative Service,Kerala,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KL014800,Shri C S Srinivasan,Indian Administrative Service,Kerala,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
KL014800,Shri C S Srinivasan,Indian Administrative Service,Kerala,1,P.G.,Finance,First,Supremo,Finance
KL015000,Shri G Rajasekharan,Indian Administrative Service,Kerala,0,Graduate,Physics,First,Supremo,Natural Sciences
KL015000,Shri G Rajasekharan,Indian Administrative Service,Kerala,1,P.G.,Physics,Second,Supremo,Natural Sciences
KL015100,Shri S Subbiah,Indian Administrative Service,Kerala,0,Graduate,Veterinary Sc.,Second,Supremo,Medical
KL015100,Shri S Subbiah,Indian Administrative Service,Kerala,1,M.B.A.,Business Admn.,Second,Supremo,"Governance, Law and Management"
WB028100,Ms. Ranjna Mukherji,Indian Administrative Service,West Bengal,0,Diploma,Management,-,Supremo,"Engineering, Technology and Mathematics"
WB028100,Ms. Ranjna Mukherji,Indian Administrative Service,West Bengal,1,Graduate,Physics,First,Supremo,Natural Sciences
WB028100,Ms. Ranjna Mukherji,Indian Administrative Service,West Bengal,2,P.G.,Intrnl Deve Policy,Ordinary,Supremo,"Governance, Law and Management"
WB028100,Ms. Ranjna Mukherji,Indian Administrative Service,West Bengal,3,P.G.,Physics,First,Supremo,Natural Sciences
WB028900,Shri Debasish Som,Indian Administrative Service,West Bengal,0,Graduate,Electronics,First,Supremo,"Engineering, Technology and Mathematics"
WB029000,Shri Juvviguntla Sundarasekhar,Indian Administrative Service,West Bengal,0,Graduate,Zoology,First,Supremo,Natural Sciences
WB029000,Shri Juvviguntla Sundarasekhar,Indian Administrative Service,West Bengal,1,P.G.,Zoology,First,Supremo,Natural Sciences
WB029011,Shri Dc Sarkar,Indian Administrative Service,West Bengal,0,P.G.,History,Second,Supremo,Social Science and Liberal Arts
WB029012,Shri Arun K Roy-ii,Indian Administrative Service,West Bengal,0,Graduate,N.A.,Ordinary,Supremo,N.A.
WB029013,Shri Bk Majumdar,Indian Administrative Service,West Bengal,0,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
WB029014,Shri Manahandra Roy,Indian Administrative Service,West Bengal,0,N.A.,N.A.,N.A.,Supremo,N.A.
WB029015,Shri Tv Venkataraman,Indian Administrative Service,West Bengal,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
WB029016,Shri Gobinda C Ghosh,Indian Administrative Service,West Bengal,0,N.A.,N.A.,N.A.,Supremo,N.A.
WB029017,Shri Rathindra N Kar,Indian Administrative Service,West Bengal,0,Graduate,N.A.,Ordinary,Supremo,N.A.
WB029018,Shri Suprabhat Som,Indian Administrative Service,West Bengal,0,Graduate,Physics,Ordinary,Supremo,Natural Sciences
WB029019,Shri Sn Bandyopadhyay,Indian Administrative Service,West Bengal,0,LL.B.,Law,First,Supremo,"Governance, Law and Management"
WB029019,Shri Sn Bandyopadhyay,Indian Administrative Service,West Bengal,1,P.G.,Applied Geology,Ordinary,Supremo,"Engineering, Technology and Mathematics"
WB029020,Shri Shambu N Nandy,Indian Administrative Service,West Bengal,0,Graduate,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
WB029021,Shri Pahari Kr Ray,Indian Administrative Service,West Bengal,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
